10, 0.000163
11, 0.000192
12, 0.000211
13, 0.000235
14, 0.000249
15, 0.000263
16, 0.000277
17, 0.000292
18, 0.000306
19, 0.000320
20, 0.000334
21, 0.000348
22, 0.000362
23, 0.000376
24, 0.000390
25, 0.000403
26, 0.000417
27, 0.000431
28, 0.000445
29, 0.000459
30, 0.000472
31, 0.000486
32, 0.000500
33, 0.000514
34, 0.000527
35, 0.000541
36, 0.000555
37, 0.000569
38, 0.000583
39, 0.000597
40, 0.000611
41, 0.000624
42, 0.000638
43, 0.000652
44, 0.000666
45, 0.000680
46, 0.000693
47, 0.000707
48, 0.000721
49, 0.000734
50, 0.000749
51, 0.000763
52, 0.000776
53, 0.000790
54, 0.000804
55, 0.000818
56, 0.000833
57, 0.000866
58, 0.000883
59, 0.000897
60, 0.000912
61, 0.000926
62, 0.000940
63, 0.000953
64, 0.000967
65, 0.000982
66, 0.000996
67, 0.001010
68, 0.001025
69, 0.001040
70, 0.001054
71, 0.001069
72, 0.001083
73, 0.001099
74, 0.001114
75, 0.001128
76, 0.001143
77, 0.001157
78, 0.001172
79, 0.001186
80, 0.001201
81, 0.001215
82, 0.001229
83, 0.001244
84, 0.001258
85, 0.001272
86, 0.001287
87, 0.001301
88, 0.001385
89, 0.001405
90, 0.001421
91, 0.001436
92, 0.001450
93, 0.001466
94, 0.001480
95, 0.001495
96, 0.001510
97, 0.001525
98, 0.001541
99, 0.001556
100, 0.001571
