10, 0.000089
11, 0.000113
12, 0.000123
13, 0.000132
14, 0.000141
15, 0.000151
16, 0.000160
17, 0.000169
18, 0.000178
19, 0.000188
20, 0.000197
21, 0.000206
22, 0.000215
23, 0.000224
24, 0.000232
25, 0.000241
26, 0.000250
27, 0.000259
28, 0.000268
29, 0.000277
30, 0.000285
31, 0.000294
32, 0.000303
33, 0.000312
34, 0.000321
35, 0.000329
36, 0.000338
37, 0.000347
38, 0.000356
39, 0.000365
40, 0.000374
41, 0.000382
42, 0.000391
43, 0.000400
44, 0.000409
45, 0.000418
46, 0.000427
47, 0.000436
48, 0.000444
49, 0.000453
50, 0.000462
51, 0.000471
52, 0.000480
53, 0.000489
54, 0.000497
55, 0.000506
56, 0.000515
57, 0.000524
58, 0.000533
59, 0.000542
60, 0.000551
61, 0.000560
62, 0.000569
63, 0.000578
64, 0.000587
65, 0.000596
66, 0.000604
67, 0.000613
68, 0.000622
69, 0.000631
70, 0.000640
71, 0.000649
72, 0.000658
73, 0.000667
74, 0.000676
75, 0.000685
76, 0.000694
77, 0.000703
78, 0.000711
79, 0.000720
80, 0.000729
81, 0.000738
82, 0.000747
83, 0.000756
84, 0.000765
85, 0.000774
86, 0.000783
87, 0.000792
88, 0.000801
89, 0.000810
90, 0.000819
91, 0.000827
92, 0.000836
93, 0.000846
94, 0.000855
95, 0.000864
96, 0.000873
97, 0.000882
98, 0.000891
99, 0.000900
100, 0.000909
